State,Month,Helpline_Name,Calls_Received,Calls_Answered,Avg_Wait_Seconds,Successful_Interventions,Meta
Uttarakhand,01/2017,Snehi,1072,823,115.64,9,"{""region_coordinator"": ""C"", ""notes"": ""camp in rural area""}"
uttarakhand,02/2017,iCALL,1425,272,141.28,0,"{'region_coordinator': 'C', 'notes': ''}"
Uttarakhand,03/2017,Vandrevala Foundation,1234,161,207.72,7,"{""region_coordinator"": ""D"", ""notes"": null}"
UTTARAKHAND,04/2017,iCALL,923,54,85.22,14,"{'region_coordinator': 'D', 'notes': 'camp in rural area'}"
Uttarakhand,05/2017,Snehi,55,55,276.94,42,"{""region_coordinator"": ""C"", ""notes"": """"}"
Uttarakhand,06/2017,AASRA,141,141,16.0,2,"{'region_coordinator': 'D', 'notes': ''}"
UTTARAKHAND,2017-07,AASRA,934,651,21.18,14,"{'region_coordinator': 'D', 'notes': ''}"
Uttarakhand,08/2017,Snehi,484,311,65.05,50,"{'region_coordinator': 'D', 'notes': 'covered schools'}"
Uttarakhand,09/2017,Snehi,438,438,83.13,12,"{""region_coordinator"": ""B"", ""notes"": """"}"
uttarakhand,10/2017,Snehi,1820,582,54.33,3,"{""region_coordinator"": ""A"", ""notes"": null}"
Uttarakhand,11/2017,iCALL,1115,164,154.79,7,"{""region_coordinator"": ""C"", ""notes"": """"}"
Uttarakhand,12/2017,Vandrevala Foundation,1085,174,82.99,0,"{'region_coordinator': 'A', 'notes': 'camp in rural area'}"
uttarakhand,2018-01,iCALL,1061,764,106.93,45,"{'region_coordinator': 'D', 'notes': 'camp in rural area'}"
uttarakhand,02/2018,Snehi,363,183,144.71,0,"{'region_coordinator': 'D', 'notes': 'camp in rural area'}"
UTTARAKHAND,03/2018,iCALL,488,169,273.63,29,"{'region_coordinator': 'D', 'notes': None}"
Uttarakhand,04/2018,iCALL,1928,862,84.64,48,"{""region_coordinator"": ""C"", ""notes"": ""covered schools""}"
Uttarakhand,05/2018,AASRA,635,576,194.22,39,"{""region_coordinator"": ""B"", ""notes"": ""covered schools""}"
UTTARAKHAND,06/2018,Snehi,1127,293,215.93,48,"{""region_coordinator"": ""C"", ""notes"": ""camp in rural area""}"
uttarakhand,07/2018,Vandrevala Foundation,1612,112,74.24,34,"{""region_coordinator"": ""C"", ""notes"": null}"
Uttarakhand,08/2018,iCALL,1451,1451,21.74,30,"{'region_coordinator': 'A', 'notes': None}"
UTTARAKHAND,09/2018,Samaritans,294,294,19.0,38,"{""region_coordinator"": ""A"", ""notes"": ""camp in rural area""}"
UTTARAKHAND,10/2018,aasra,1448k,407,293.58,5,"{""region_coordinator"": ""D"", ""notes"": ""camp in rural area""}"
Uttarakhand,11/2018,Samaritans,1201,704,273.62,37,"{'region_coordinator': 'D', 'notes': None}"
Uttarakhand,2018-12,Samaritans,1832,1227,114.39,41,"{""region_coordinator"": ""B"", ""notes"": null}"
Uttarakhand,2019-01,Snehi,369,369,128.08,49,"{'region_coordinator': 'D', 'notes': 'camp in rural area'}"
Uttarakhand,02/2019,iCALL,1268,696,122.98,32,"{""region_coordinator"": ""A"", ""notes"": ""covered schools""}"
uttarakhand,03/2019,AASRA,478,478,21.52,6,"{'region_coordinator': 'C', 'notes': 'camp in rural area'}"
Uttarakhand,04/2019,iCALL,1206k,186,162.09,37,"{'region_coordinator': 'C', 'notes': ''}"
Uttarakhand,05/2019,iCALL,1732,85,193.1,4,"{""region_coordinator"": ""D"", ""notes"": ""covered schools""}"
UTTARAKHAND,06/2019,Samaritans,1693,121,5.97,0,"{""region_coordinator"": ""B"", ""notes"": null}"
uttarakhand,07/2019,iCALL,1463,1229,230.39,49,"{""region_coordinator"": ""A"", ""notes"": ""covered schools""}"
Uttarakhand,08/2019,iCALL,1118,1067,176.98,37,"{""region_coordinator"": ""B"", ""notes"": ""covered schools""}"
uttarakhand,09/2019,Vandrevala Foundation,1062,473,196.26,7,"{""region_coordinator"": ""C"", ""notes"": ""camp in rural area""}"
uttarakhand,2019-10,Snehi,973,84,243.98,33,"{""region_coordinator"": ""D"", ""notes"": ""covered schools""}"
Uttarakhand,11/2019,iCALL,837,62,278.33,13,"{'region_coordinator': 'B', 'notes': None}"
Uttarakhand,12/2019,Samaritans,677,616,205.17,47,"{""region_coordinator"": ""A"", ""notes"": ""camp in rural area""}"
Uttarakhand,01/2020,AASRA,1315,816,144.92,32,"{""region_coordinator"": ""A"", ""notes"": ""covered schools""}"
uttarakhand,02/2020,Snehi,1551,1196,85.64,1,"{""region_coordinator"": ""D"", ""notes"": ""camp in rural area""}"
UTTARAKHAND,03/2020,Samaritans,951,245,165.96,15,"{'region_coordinator': 'B', 'notes': 'covered schools'}"
Uttarakhand,04/2020,Vandrevala Foundation,1417,251,190.34,34,"{'region_coordinator': 'C', 'notes': 'covered schools'}"
uttarakhand,05/2020,iCALL,710,95,39.12,12,"{""region_coordinator"": ""D"", ""notes"": null}"
Uttarakhand,06/2020,Snehi,1386,730,250.83,8,"{'region_coordinator': 'B', 'notes': ''}"
Uttarakhand,07/2020,Samaritans,183,125,157.65,18,"{""region_coordinator"": ""A"", ""notes"": ""camp in rural area""}"
Uttarakhand,2020-08,iCALL,975,751,84.11,6,"{'region_coordinator': 'D', 'notes': 'camp in rural area'}"
uttarakhand,09/2020,Snehi,843,777,72.44,8,"{""region_coordinator"": ""B"", ""notes"": ""covered schools""}"
UTTARAKHAND,10/2020,Samaritans,941,143,277.32,25,"{'region_coordinator': 'D', 'notes': 'camp in rural area'}"
Uttarakhand,11/2020,Vandrevala Foundation,1615,6,227.66,4,"{""region_coordinator"": ""A"", ""notes"": ""covered schools""}"
Uttarakhand,12/2020,iCALL,1471,2,138.57,2,"{'region_coordinator': 'B', 'notes': None}"
UTTARAKHAND,01/2021,iCALL,333,94,297.79,23,"{""region_coordinator"": ""D"", ""notes"": ""camp in rural area""}"
uttarakhand,02/2021,AASRA,1114,268,170.69,6,"{""region_coordinator"": ""A"", ""notes"": null}"
uttarakhand,03/2021,iCALL,1967,1408,137.53,5,"{""region_coordinator"": ""D"", ""notes"": ""camp in rural area""}"
Uttarakhand,04/2021,icall,1678,763,248.43,48,"{""region_coordinator"": ""D"", ""notes"": null}"
Uttarakhand,05/2021,Samaritans,1881,162,15.44,50,"{""region_coordinator"": ""D"", ""notes"": ""covered schools""}"
Uttarakhand,2021-06,Samaritans,1441,702,5.52,19,"{""region_coordinator"": ""C"", ""notes"": """"}"
Uttarakhand,07/2021,Samaritans,158,118,150.3,49,"{'region_coordinator': 'D', 'notes': 'camp in rural area'}"
uttarakhand,08/2021,Samaritans,1780,840,50.54,19,"{""region_coordinator"": ""B"", ""notes"": """"}"
UTTARAKHAND,09/2021,Samaritans,320,320,242.93,1,"{""region_coordinator"": ""C"", ""notes"": null}"
Uttarakhand,10/2021,AASRA,719,719,216.3,15,"{'region_coordinator': 'C', 'notes': 'covered schools'}"
Uttarakhand,11/2021,AASRA,366k,235,39.53,25,"{'region_coordinator': 'D', 'notes': 'camp in rural area'}"
Uttarakhand,12/2021,iCALL,452k,250,26.66,36,"{""region_coordinator"": ""B"", ""notes"": ""camp in rural area""}"
Uttarakhand,01/2022,AASRA,931,57,124.26,42,"{""region_coordinator"": ""C"", ""notes"": null}"
Uttarakhand,2022-02,Vandrevala Foundation,1578,470,275.09,49,"{""region_coordinator"": ""D"", ""notes"": """"}"
uttarakhand,03/2022,Snehi,1394,98,10.41,14,"{""region_coordinator"": ""A"", ""notes"": ""covered schools""}"
UTTARAKHAND,04/2022,AASRA,1762,1105,213.71,26,"{""region_coordinator"": ""C"", ""notes"": null}"
Uttarakhand,05/2022,iCALL,675,362,5.81,24,"{""region_coordinator"": ""C"", ""notes"": ""covered schools""}"
uttarakhand,06/2022,AASRA,1063,1022,264.66,33,"{""region_coordinator"": ""C"", ""notes"": ""covered schools""}"
Uttarakhand,2022-07,Snehi,1031,1031,83.83,15,"{'region_coordinator': 'B', 'notes': ''}"
UTTARAKHAND,08/2022,Snehi,393,190,7.39,41,"{'region_coordinator': 'B', 'notes': 'covered schools'}"
Uttarakhand,09/2022,Vandrevala Foundation,812,341,84.27,19,"{'region_coordinator': 'B', 'notes': ''}"
Uttarakhand,10/2022,Vandrevala Foundation,635,431,233.21,6,"{""region_coordinator"": ""C"", ""notes"": null}"
uttarakhand,11/2022,Snehi,811,449,295.2,46,"{""region_coordinator"": ""A"", ""notes"": ""camp in rural area""}"
Uttarakhand,12/2022,Samaritans,79,1,82.03,0,"{""region_coordinator"": ""B"", ""notes"": ""camp in rural area""}"
Himachal-Pradesh,01/2015,Snehi,919,540,52.94,10,"{""region_coordinator"": ""D"", ""notes"": """"}"
HimachalPradesh,02/2015,Snehi,851,159,22.57,10,"{""region_coordinator"": ""D"", ""notes"": """"}"
Himachal-Pradesh,03/2015,Vandrevala Foundation,1772,948,152.38,47,"{""region_coordinator"": ""D"", ""notes"": ""covered schools""}"
Himachal Pradesh,04/2015,iCALL,1492,43,85.21,39,"{'region_coordinator': 'D', 'notes': 'camp in rural area'}"
HimachalPradesh,2015-05,AASRA,1366,1366,167.78,0,"{'region_coordinator': 'D', 'notes': 'camp in rural area'}"
HIMACHAL PRADESH,06/2015,AASRA,1242,987,160.62,44,"{""region_coordinator"": ""C"", ""notes"": null}"
Himachal Pradesh,07/2015,samaritans,1980,1056,151.75,19,"{'region_coordinator': 'A', 'notes': ''}"
Himachal-Pradesh,08/2015,Snehi,248,6,93.38,6,"{""region_coordinator"": ""A"", ""notes"": ""covered schools""}"
HIMACHAL PRADESH,09/2015,Samaritans,718,718,84.91,26,"{""region_coordinator"": ""B"", ""notes"": """"}"
Himachal Pradesh,10/2015,Vandrevala Foundation,303,68,218.77,36,"{""region_coordinator"": ""A"", ""notes"": ""camp in rural area""}"
Himachal Pradesh,11/2015,iCALL,204,37,34.52,13,"{'region_coordinator': 'A', 'notes': ''}"
HIMACHAL PRADESH,12/2015,Vandrevala Foundation,178,51,262.75,40,"{'region_coordinator': 'D', 'notes': None}"
Himachal Pradesh,2016-01,Vandrevala Foundation,1170,827,171.18,10,"{""region_coordinator"": ""D"", ""notes"": """"}"
himachal pradesh,02/2016,Vandrevala Foundation,1814,1359,124.61,3,"{""region_coordinator"": ""B"", ""notes"": ""covered schools""}"
Himachal Pradesh,03/2016,iCALL,1805k,340,135.9,4,"{'region_coordinator': 'C', 'notes': ''}"
Himachal Pradesh,2016-04,AASRA,1951,1519,205.21,25,"{""region_coordinator"": ""D"", ""notes"": """"}"
himachal pradesh,05/2016,Snehi,1758,1218,275.53,19,"{""region_coordinator"": ""B"", ""notes"": ""covered schools""}"
HIMACHAL PRADESH,06/2016,Samaritans,1522,938,15.41,36,"{'region_coordinator': 'C', 'notes': None}"
HimachalPradesh,07/2016,Snehi,1589,453,211.38,5,"{""region_coordinator"": ""C"", ""notes"": """"}"
HimachalPradesh,08/2016,Snehi,846,294,120.2,47,"{""region_coordinator"": ""B"", ""notes"": ""camp in rural area""}"
HIMACHAL PRADESH,09/2016,AASRA,453,281,253.06,10,"{""region_coordinator"": ""A"", ""notes"": null}"
Himachal Pradesh,2016-10,Snehi,958,736,154.81,25,"{""region_coordinator"": ""B"", ""notes"": ""covered schools""}"
himachal pradesh,11/2016,Snehi,49,42,113.94,36,"{""region_coordinator"": ""B"", ""notes"": null}"
HIMACHAL PRADESH,12/2016,Snehi,1789,253,233.74,36,"{""region_coordinator"": ""C"", ""notes"": ""covered schools""}"
Himachal-Pradesh,01/2017,Vandrevala Foundation,87k,38,105.43,30,"{""region_coordinator"": ""B"", ""notes"": ""covered schools""}"
HIMACHAL PRADESH,02/2017,AASRA,1065,848,22.25,10,"{""region_coordinator"": ""A"", ""notes"": null}"
Himachal Pradesh,03/2017,Snehi,1228,527,266.65,36,"{""region_coordinator"": ""C"", ""notes"": """"}"
HimachalPradesh,04/2017,Vandrevala Foundation,560,315,10.26,42,"{'region_coordinator': 'D', 'notes': ''}"
himachal pradesh,05/2017,Vandrevala Foundation,1365,972,201.68,22,"{""region_coordinator"": ""C"", ""notes"": """"}"
Himachal Pradesh,06/2017,Samaritans,968,535,75.81,25,"{""region_coordinator"": ""C"", ""notes"": ""camp in rural area""}"
Himachal Pradesh,07/2017,Vandrevala Foundation,1417,98,280.54,1,"{""region_coordinator"": ""B"", ""notes"": """"}"
HIMACHAL PRADESH,08/2017,iCALL,82,41,261.8,36,"{'region_coordinator': 'D', 'notes': 'covered schools'}"
Himachal-Pradesh,09/2017,Samaritans,902,176,49.21,4,"{'region_coordinator': 'C', 'notes': None}"
himachal pradesh,10/2017,Vandrevala Foundation,1447,708,293.1,38,"{'region_coordinator': 'A', 'notes': None}"
HIMACHAL PRADESH,11/2017,AASRA,851,221,153.06,39,"{""region_coordinator"": ""D"", ""notes"": null}"
HIMACHAL PRADESH,12/2017,iCALL,1865,1217,74.6,20,"{""region_coordinator"": ""B"", ""notes"": null}"
HIMACHAL PRADESH,01/2018,icall,1564,1131,180.75,21,"{""region_coordinator"": ""C"", ""notes"": null}"
himachal pradesh,02/2018,iCALL,1079,699,37.05,46,"{""region_coordinator"": ""D"", ""notes"": ""covered schools""}"
himachal pradesh,03/2018,vandrevala foundation,955,662,41.46,26,"{'region_coordinator': 'B', 'notes': 'covered schools'}"
Himachal-Pradesh,2018-04,aasra,383,0,58.13,0,"{""region_coordinator"": ""C"", ""notes"": null}"
HimachalPradesh,05/2018,iCALL,27,7,226.09,7,"{""region_coordinator"": ""C"", ""notes"": ""covered schools""}"
himachal pradesh,06/2018,Samaritans,476,155,65.15,13,"{""region_coordinator"": ""A"", ""notes"": """"}"
Himachal-Pradesh,07/2018,Vandrevala Foundation,509,495,249.66,15,"{'region_coordinator': 'A', 'notes': None}"
Himachal-Pradesh,08/2018,AASRA,1527,610,108.87,13,"{'region_coordinator': 'A', 'notes': ''}"
Himachal-Pradesh,09/2018,iCALL,430,234,36.2,33,"{""region_coordinator"": ""A"", ""notes"": ""camp in rural area""}"
himachal pradesh,10/2018,Samaritans,20,20,47.14,15,"{""region_coordinator"": ""B"", ""notes"": ""camp in rural area""}"
Himachal Pradesh,11/2018,Vandrevala Foundation,693,629,33.36,27,"{""region_coordinator"": ""D"", ""notes"": ""camp in rural area""}"
Himachal-Pradesh,12/2018,Vandrevala Foundation,897k,216,28.2,7,"{""region_coordinator"": ""B"", ""notes"": """"}"
Himachal mradesh,01/2019,Vandrevala Foundation,1579,42,36.65,32,"{""region_coordinator"": ""A"", ""notes"": """"}"
HimachalPradesh,02/2019,AASRA,528,515,237.91,32,"{'region_coordinator': 'B', 'notes': None}"
HimachalPradesh,03/2019,AASRA,439,269,51.98,27,"{'region_coordinator': 'D', 'notes': None}"
HimachalPradesh,04/2019,icall,1044,693,82.08,41,"{""region_coordinator"": ""D"", ""notes"": ""camp in rural area""}"
Himachal-Pradesh,05/2019,Vandrevala Foundation,1821,1457,236.52,20,"{""region_coordinator"": ""B"", ""notes"": ""covered schools""}"
HimachalPradesh,06/2019,Snehi,649,350,258.93,48,"{""region_coordinator"": ""C"", ""notes"": null}"
Himachal-Pradesh,07/2019,iCALL,1098,207,192.2,2,"{""region_coordinator"": ""B"", ""notes"": ""camp in rural area""}"
HIMACHAL PRADESH,08/2019,Vandrevala Foundation,108,76,133.45,29,"{'region_coordinator': 'B', 'notes': None}"
Himachal-Pradesh,2019-09,AASRA,36,26,10.62,1,"{""region_coordinator"": ""D"", ""notes"": ""covered schools""}"
himachal pradesh,10/2019,iCALL,907,753,168.94,36,"{""region_coordinator"": ""D"", ""notes"": null}"
Himachal Pradesh,11/2019,iCALL,1571,637,295.82,40,"{""region_coordinator"": ""B"", ""notes"": ""covered schools""}"
Himachal Pradesh,12/2019,Snehi,914,139,229.57,11,"{'region_coordinator': 'A', 'notes': 'camp in rural area'}"
HIMACHAL PRADESH,01/2020,Vandrevala Foundation,517,517,133.55,21,"{'region_coordinator': 'C', 'notes': None}"
HimachalPradesh,2020-02,iCALL,1509,534,278.63,7,"{""region_coordinator"": ""D"", ""notes"": null}"
HIMACHAL PRADESH,03/2020,Vandrevala Foundation,697,446,252.73,33,"{'region_coordinator': 'A', 'notes': ''}"
HimachalPradesh,04/2020,iCALL,460,130,137.6,29,"{""region_coordinator"": ""A"", ""notes"": """"}"
himachal pradesh,05/2020,snehi,353,44,74.22,33,"{""region_coordinator"": ""B"", ""notes"": null}"
Himachal-Pradesh,06/2020,Samaritans,780,392,52.91,1,"{'region_coordinator': 'D', 'notes': 'covered schools'}"
HIMACHAL PRADESH,2020-07,Vandrevala Foundation,1409,748,36.05,45,"{""region_coordinator"": ""D"", ""notes"": null}"
Himachal Pradesh,08/2020,Samaritans,542,7,284.46,7,"{""region_coordinator"": ""B"", ""notes"": ""camp in rural area""}"
himachal pradesh,09/2020,Snehi,1853,698,248.23,5,"{""region_coordinator"": ""D"", ""notes"": null}"
HIMACHAL PRADESH,10/2020,iCALL,739,302,55.9,32,"{'region_coordinator': 'D', 'notes': 'camp in rural area'}"
HimachalPradesh,11/2020,AASRA,1204,708,80.33,29,"{""region_coordinator"": ""C"", ""notes"": null}"
HimachalPradesh,12/2020,Snehi,685,518,271.52,35,"{'region_coordinator': 'A', 'notes': ''}"
HimachalPradesh,01/2021,Snehi,108,38,195.31,2,"{""region_coordinator"": ""C"", ""notes"": ""camp in rural area""}"
Himachal-Pradesh,02/2021,Vandrevala Foundation,1204,659,181.85,25,"{'region_coordinator': 'A', 'notes': 'covered schools'}"
Himachal-Pradesh,03/2021,aasra,376,355,17.63,25,"{""region_coordinator"": ""B"", ""notes"": ""camp in rural area""}"
Himachal Pvadesh,04/2021,iCALL,722,226,122.57,50,"{'region_coordinator': 'A', 'notes': ''}"
Himachal-Pradesh,05/2021,Snehi,991,903,251.16,22,"{""region_coordinator"": ""C"", ""notes"": """"}"
HIMACHAL PRADESH,06/2021,Snehi,1981,1075,112.63,13,"{'region_coordinator': 'A', 'notes': 'covered schools'}"
HimachalPradesh,07/2021,iCALL,481,262,248.55,0,"{""region_coordinator"": ""D"", ""notes"": ""covered schools""}"
himachal pradesh,08/2021,AASRA,1286,762,291.11,45,"{""region_coordinator"": ""C"", ""notes"": """"}"
HIMACHAL PRADESH,09/2021,iCALL,303k,303,107.9,23,"{'region_coordinator': 'B', 'notes': 'camp in rural area'}"
Himachal-Pradesh,10/2021,Samaritans,1676,721,207.27,20,"{'region_coordinator': 'D', 'notes': ''}"
himachal pradesh,11/2021,Samaritans,231,111,142.21,12,"{""region_coordinator"": ""B"", ""notes"": ""camp in rural area""}"
Himachal-Pradesh,12/2021,AASRA,1535,829,214.86,27,"{""region_coordinator"": ""D"", ""notes"": null}"
Himachal-Pradesh,01/2022,icall,893,77,235.62,42,"{'region_coordinator': 'D', 'notes': 'camp in rural area'}"
himachal pradesh,02/2022,Samaritans,948,157,72.15,38,"{'region_coordinator': 'D', 'notes': None}"
Himachal Pradesh,03/2022,Snehi,1158,232,14.8,27,"{""region_coordinator"": ""A"", ""notes"": """"}"
Himachal-Pradesh,04/2022,AASRA,1859,630,290.07,3,"{""region_coordinator"": ""D"", ""notes"": """"}"
HimachalPradesh,2022-05,Snehi,873,153,152.49,40,"{""region_coordinator"": ""A"", ""notes"": null}"
Himachal Pradesh,06/2022,Samaritans,1685,840,293.29,43,"{'region_coordinator': 'D', 'notes': 'covered schools'}"
Himachal-Pradesh,07/2022,Samaritans,1700,1408,18.41,0,"{""region_coordinator"": ""B"", ""notes"": ""camp in rural area""}"
HIMACHAL PRADESH,2022-08,iCALL,655,579,186.68,44,"{'region_coordinator': 'D', 'notes': 'covered schools'}"
HIMACHAL PRADESH,09/2022,iCALL,1853,1443,227.23,9,"{'region_coordinator': 'D', 'notes': 'covered schools'}"
Himachal Pradesh,10/2022,Snehi,1172,450,11.65,50,"{""region_coordinator"": ""C"", ""notes"": ""camp in rural area""}"
Himachal-Pradesh,11/2022,iCALL,1676,1676,299.54,17,"{'region_coordinator': 'B', 'notes': ''}"
Himachal-Pradesh,12/2022,Snehi,1011,178,141.39,16,"{""region_coordinator"": ""D"", ""notes"": """"}"
GOA,01/2015,Vandrevala Foundation,1327,163,30.72,0,"{'region_coordinator': 'C', 'notes': 'covered schools'}"
GOA,2015-02,Samaritans,533,478,181.11,21,"{""region_coordinator"": ""A"", ""notes"": null}"
Goa,03/2015,Vandrevala Foundation,63,7,59.6,5,"{""region_coordinator"": ""C"", ""notes"": ""covered schools""}"
Goa,04/2015,AASRA,945,941,220.55,36,"{'region_coordinator': 'A', 'notes': 'camp in rural area'}"
Goa,2015-05,AASRA,232,143,140.98,21,"{""region_coordinator"": ""D"", ""notes"": ""camp in rural area""}"
GOA,06/2015,Snehi,964,367,181.0,5,"{'region_coordinator': 'A', 'notes': None}"
goa,07/2015,iCALL,1236,875,215.97,37,"{'region_coordinator': 'A', 'notes': None}"
goa,08/2015,Snehi,1918,272,191.94,21,"{""region_coordinator"": ""D"", ""notes"": null}"
Goa,09/2015,Vandrevala Foundation,465,62,46.68,42,"{""region_coordinator"": ""D"", ""notes"": null}"
GOA,2015-10,Samaritans,16,16,270.35,11,"{""region_coordinator"": ""C"", ""notes"": ""covered schools""}"
Goa,11/2015,Samaritans,1316,1033,103.36,1,"{""region_coordinator"": ""C"", ""notes"": """"}"
goa,12/2015,iCALL,1756,580,212.02,20,"{'region_coordinator': 'B', 'notes': 'camp in rural area'}"
Goa,01/2016,Samaritans,1155,1009,229.3,34,"{'region_coordinator': 'C', 'notes': 'covered schools'}"
Goa,02/2016,Snehi,654,373,260.5,49,"{'region_coordinator': 'A', 'notes': 'covered schools'}"
goa,03/2016,Vandrevala Foundation,929,864,104.25,30,"{""region_coordinator"": ""B"", ""notes"": ""covered schools""}"
Goa,04/2016,AASRA,1142,241,248.45,20,"{""region_coordinator"": ""C"", ""notes"": """"}"
GOA,05/2016,Vandrevala Foundation,1433,181,174.24,43,"{'region_coordinator': 'A', 'notes': ''}"
GOA,06/2016,iCALL,687,361,196.72,45,"{'region_coordinator': 'A', 'notes': ''}"
goa,07/2016,AASRA,1730,204,153.52,16,"{""region_coordinator"": ""B"", ""notes"": ""covered schools""}"
GOA,08/2016,iCALL,1848,846,127.51,40,"{'region_coordinator': 'B', 'notes': 'camp in rural area'}"
GOA,09/2016,AASRA,1430,248,160.51,33,"{'region_coordinator': 'D', 'notes': 'camp in rural area'}"
GOA,10/2016,iCALL,1442,468,166.71,20,"{""region_coordinator"": ""B"", ""notes"": ""covered schools""}"
Goa,11/2016,iCALL,1904,1106,168.34,41,"{'region_coordinator': 'B', 'notes': 'camp in rural area'}"
Goa,12/2016,iCALL,1245,40,97.16,29,"{'region_coordinator': 'B', 'notes': ''}"
Goa,01/2017,Samaritans,71,71,219.16,16,"{""region_coordinator"": ""C"", ""notes"": ""camp in rural area""}"
Goa,02/2017,Vandrevala Foundation,1489,61,221.31,30,"{""region_coordinator"": ""D"", ""notes"": null}"
Goa,03/2017,iCALL,1675,1578,175.49,4,"{'region_coordinator': 'C', 'notes': ''}"
GOA,04/2017,Vandrevala Foundation,1325,162,86.13,12,"{""region_coordinator"": ""A"", ""notes"": """"}"
Goa,05/2017,Samaritans,312,73,170.94,8,"{""region_coordinator"": ""B"", ""notes"": """"}"
GOA,06/2017,Vandrevala Foundation,311,311,135.85,41,"{'region_coordinator': 'C', 'notes': 'camp in rural area'}"
Goa,2017-07,AASRA,1677,1527,31.38,6,"{""region_coordinator"": ""A"", ""notes"": ""covered schools""}"
Goa,08/2017,iCALL,1224,1173,206.91,30,"{""region_coordinator"": ""B"", ""notes"": ""camp in rural area""}"
Goa,09/2017,AASRA,213,59,247.31,26,"{""region_coordinator"": ""B"", ""notes"": ""covered schools""}"
Goa,10/2017,Samaritans,1375,1355,17.91,14,"{""region_coordinator"": ""B"", ""notes"": """"}"
goa,11/2017,Vandrevala Foundation,299,51,126.57,18,"{""region_coordinator"": ""B"", ""notes"": """"}"
goa,12/2017,Snehi,1150,714,237.08,6,"{'region_coordinator': 'C', 'notes': ''}"
Goa,01/2018,Snehi,67,0,194.51,0,"{'region_coordinator': 'D', 'notes': 'covered schools'}"
GOA,02/2018,AASRA,38,17,193.21,0,"{'region_coordinator': 'C', 'notes': ''}"
Goa,2018-03,AASRA,498,446,52.57,6,"{""region_coordinator"": ""A"", ""notes"": ""covered schools""}"
Goa,04/2018,AASRA,134,134,7.35,44,"{""region_coordinator"": ""B"", ""notes"": null}"
Goa,05/2018,Vandrevala Foundation,1531,490,282.17,1,"{""region_coordinator"": ""A"", ""notes"": ""camp in rural area""}"
GOA,06/2018,Snehi,624,238,151.96,23,"{'region_coordinator': 'C', 'notes': None}"
Goa,07/2018,iCALL,594,156,25.42,12,"{'region_coordinator': 'D', 'notes': None}"
Goa,08/2018,Vandrevala Foundation,1144,670,274.01,17,"{'region_coordinator': 'D', 'notes': 'covered schools'}"
Goa,09/2018,AASRA,1689,1618,40.09,49,"{""region_coordinator"": ""A"", ""notes"": """"}"
Goa,10/2018,Vandrevala Foundation,1427,936,165.37,2,"{'region_coordinator': 'A', 'notes': ''}"
GOA,2018-11,Snehi,1018,377,187.32,49,"{'region_coordinator': 'D', 'notes': 'covered schools'}"
GOA,12/2018,iCALL,1779,160,259.5,35,"{'region_coordinator': 'A', 'notes': None}"
GOA,01/2019,Vandrevala Foundation,17,17,261.32,4,"{""region_coordinator"": ""B"", ""notes"": ""covered schools""}"
Goa,02/2019,Snehi,507,439,62.47,10,"{'region_coordinator': 'D', 'notes': 'covered schools'}"
Goa,03/2019,Samaritans,1765k,831,252.15,4,"{'region_coordinator': 'C', 'notes': 'covered schools'}"
goa,04/2019,iCALL,1959,1284,278.14,5,"{'region_coordinator': 'B', 'notes': ''}"
Goa,05/2019,Vandrevala Foundation,593k,593,21.75,34,"{""region_coordinator"": ""A"", ""notes"": """"}"
GOA,06/2019,Snehi,859,641,127.51,34,"{'region_coordinator': 'D', 'notes': 'covered schools'}"
Goa,07/2019,Snehi,1346,497,115.89,38,"{""region_coordinator"": ""B"", ""notes"": ""covered schools""}"
Goa,08/2019,Samaritans,1848,1048,262.77,13,"{'region_coordinator': 'D', 'notes': ''}"
goa,09/2019,iCALL,1799,1144,155.51,2,"{""region_coordinator"": ""B"", ""notes"": ""camp in rural area""}"
Goa,10/2019,Samaritans,1447,1447,97.92,36,"{""region_coordinator"": ""B"", ""notes"": ""covered schools""}"
Goa,11/2019,Snehi,316,274,43.22,12,"{""region_coordinator"": ""A"", ""notes"": """"}"
Goa,12/2019,Vandrevala Foundation,1723,447,299.36,38,"{""region_coordinator"": ""B"", ""notes"": """"}"
Goa,01/2020,iCALL,1890,746,214.28,39,"{""region_coordinator"": ""A"", ""notes"": ""camp in rural area""}"
Goa,02/2020,Samaritans,1444,361,289.96,25,"{""region_coordinator"": ""A"", ""notes"": ""camp in rural area""}"
Goa,03/2020,aasra,645,417,249.59,14,"{""region_coordinator"": ""A"", ""notes"": """"}"
goa,04/2020,AASRA,1447,584,112.02,39,"{'region_coordinator': 'C', 'notes': ''}"
goa,05/2020,AASRA,365,74,116.41,11,"{""region_coordinator"": ""D"", ""notes"": ""camp in rural area""}"
Goa,06/2020,Vandrevala Foundation,475,19,156.34,17,"{'region_coordinator': 'B', 'notes': 'camp in rural area'}"
Goa,07/2020,Vandrevala Foundation,404,135,149.14,22,"{'region_coordinator': 'D', 'notes': None}"
GOA,08/2020,AASRA,953,820,261.54,48,"{'region_coordinator': 'D', 'notes': ''}"
Goa,09/2020,Samaritans,1859,121,196.97,1,"{""region_coordinator"": ""C"", ""notes"": ""covered schools""}"
GOA,10/2020,AASRA,424,314,252.87,41,"{'region_coordinator': 'A', 'notes': ''}"
Goa,2020-11,icall,1385,398,74.0,18,"{'region_coordinator': 'B', 'notes': ''}"
