State,Year,Facility_Type,Count,Facility_Details
himachal pradesh,2012,Hospital,15,
HimachalPradesh,2012,Mental Health Clinic,7,"[{'name': 'Mental Health Clinic_Himachal Pradesh_2012_0', 'beds': 199, 'psychiatrists': 6, 'counselors': 10}, {'name': 'Mental Health Clinic_Himachal Pradesh_2012_1', 'beds': 41, 'psychiatrists': 0, 'counselors': 16}, {'name': 'Mental Health Clinic_Himachal Pradesh_2012_2', 'beds': 170, 'psychiatrists': 3, 'counselors': 10}, {'name': 'Mental Health Clinic_Himachal Pradesh_2012_3', 'beds': 141, 'psychiatrists': 1, 'counselors': 19}]"
himachal pradesh,2012,Rehab Center,33,
HIMACHAL PRADESH,2012,NGO Center,34,"[{""name"": ""NGO Center_Himachal Pradesh_2012_0"", ""beds"": 0, ""psychiatrists"": 5, ""counselors"": 12}, {""name"": ""NGO Center_Himachal Pradesh_2012_1"", ""beds"": 5, ""psychiatrists"": 6, ""counselors"": 16}]"
HimachalPradesh,2012,Teletherapy Service,19,"[{""name"": ""Teletherapy Service_Himachal Pradesh_2012_0"", ""beds"": 130, ""psychiatrists"": 9, ""counselors"": 4}, {""name"": ""Teletherapy Service_Himachal Pradesh_2012_1"", ""beds"": 198, ""psychiatrists"": 3, ""counselors"": 6}, {""name"": ""Teletherapy Service_Himachal Pradesh_2012_2"", ""beds"": 191, ""psychiatrists"": 5, ""counselors"": 16}, {""name"": ""Teletherapy Service_Himachal Pradesh_2012_3"", ""beds"": 100, ""psychiatrists"": 6, ""counselors"": 13}, {""name"": ""Teletherapy Service_Himachal Pradesh_2012_4"", ""beds"": 73, ""psychiatrists"": 4, ""counselors"": 6}]"
HIMACHAL PRADESH,2013,Hospital,6,"[{""name"": ""Hospital_Himachal Pradesh_2013_0"", ""beds"": 83, ""psychiatrists"": 8, ""counselors"": 19}, {""name"": ""Hospital_Himachal Pradesh_2013_1"", ""beds"": 110, ""psychiatrists"": 6, ""counselors"": 15}, {""name"": ""Hospital_Himachal Pradesh_2013_2"", ""beds"": 96, ""psychiatrists"": 6, ""counselors"": 13}, {""name"": ""Hospital_Himachal Pradesh_2013_3"", ""beds"": 71, ""psychiatrists"": 1, ""counselors"": 7}]"
HIMACHAL PRADESH,2013,Mental Health Clinic,26,"[{""name"": ""Mental Health Clinic_Himachal Pradesh_2013_0"", ""beds"": 136, ""psychiatrists"": 2, ""counselors"": 18}, {""name"": ""Mental Health Clinic_Himachal Pradesh_2013_1"", ""beds"": 56, ""psychiatrists"": 10, ""counselors"": 7}, {""name"": ""Mental Health Clinic_Himachal Pradesh_2013_2"", ""beds"": 125, ""psychiatrists"": 2, ""counselors"": 8}, {""name"": ""Mental Health Clinic_Himachal Pradesh_2013_3"", ""beds"": 10, ""psychiatrists"": 10, ""counselors"": 12}, {""name"": ""Mental Health Clinic_Himachal Pradesh_2013_4"", ""beds"": 83, ""psychiatrists"": 5, ""counselors"": 19}]"
HimachalPradesh,2013,Rehab Center,28,"[{""name"": ""Rehab Center_Himachal Pradesh_2013_0"", ""beds"": 147, ""psychiatrists"": 1, ""counselors"": 18}, {""name"": ""Rehab Center_Himachal Pradesh_2013_1"", ""beds"": 45, ""psychiatrists"": 2, ""counselors"": 18}, {""name"": ""Rehab Center_Himachal Pradesh_2013_2"", ""beds"": 154, ""psychiatrists"": 5, ""counselors"": 8}]"
Himachal-Pradesh,2013,NGO Center,32,"[{""name"": ""NGO Center_Himachal Pradesh_2013_0"", ""beds"": 60, ""psychiatrists"": 7, ""counselors"": 18}, {""name"": ""NGO Center_Himachal Pradesh_2013_1"", ""beds"": 127, ""psychiatrists"": 8, ""counselors"": 10}, {""name"": ""NGO Center_Himachal Pradesh_2013_2"", ""beds"": 68, ""psychiatrists"": 5, ""counselors"": 11}, {""name"": ""NGO Center_Himachal Pradesh_2013_3"", ""beds"": 5, ""psychiatrists"": 9, ""counselors"": 5}]"
Himachal hradesh,2013,Teletherapy Service,15,
HIMACHAL PRADESH,2014,Hospital,22,"[{""name"": ""Hospital_Himachal Pradesh_2014_0"", ""beds"": 58, ""psychiatrists"": 9, ""counselors"": 5}, {""name"": ""Hospital_Himachal Pradesh_2014_1"", ""beds"": 163, ""psychiatrists"": 5, ""counselors"": 7}, {""name"": ""Hospital_Himachal Pradesh_2014_2"", ""beds"": 179, ""psychiatrists"": 6, ""counselors"": 20}]"
HIMACHAL PRADESH,2014,Mental Health Clinic,10,"[{'name': 'Mental Health Clinic_Himachal Pradesh_2014_0', 'beds': 109, 'psychiatrists': 2, 'counselors': 17}, {'name': 'Mental Health Clinic_Himachal Pradesh_2014_1', 'beds': 138, 'psychiatrists': 5, 'counselors': 17}, {'name': 'Mental Health Clinic_Himachal Pradesh_2014_2', 'beds': 85, 'psychiatrists': 3, 'counselors': 8}, {'name': 'Mental Health Clinic_Himachal Pradesh_2014_3', 'beds': 154, 'psychiatrists': 4, 'counselors': 16}]"
himachal pradesh,2014,Rehab Center,37,"[{""name"": ""Rehab Center_Himachal Pradesh_2014_0"", ""beds"": 107, ""psychiatrists"": 4, ""counselors"": 20}, {""name"": ""Rehab Center_Himachal Pradesh_2014_1"", ""beds"": 21, ""psychiatrists"": 4, ""counselors"": 12}, {""name"": ""Rehab Center_Himachal Pradesh_2014_2"", ""beds"": 118, ""psychiatrists"": 4, ""counselors"": 3}]"
Himachal-Pradesh,2014,NGO Center,24,"[{""name"": ""NGO Center_Himachal Pradesh_2014_0"", ""beds"": 102, ""psychiatrists"": 1, ""counselors"": 10}, {""name"": ""NGO Center_Himachal Pradesh_2014_1"", ""beds"": 169, ""psychiatrists"": 3, ""counselors"": 9}, {""name"": ""NGO Center_Himachal Pradesh_2014_2"", ""beds"": 167, ""psychiatrists"": 4, ""counselors"": 20}, {""name"": ""NGO Center_Himachal Pradesh_2014_3"", ""beds"": 177, ""psychiatrists"": 1, ""counselors"": 9}]"
Himachal-Pradesh,2014,Teletherapy Service,8,"[{""name"": ""Teletherapy Service_Himachal Pradesh_2014_0"", ""beds"": 55, ""psychiatrists"": 5, ""counselors"": 12}, {""name"": ""Teletherapy Service_Himachal Pradesh_2014_1"", ""beds"": 112, ""psychiatrists"": 6, ""counselors"": 17}, {""name"": ""Teletherapy Service_Himachal Pradesh_2014_2"", ""beds"": 70, ""psychiatrists"": 0, ""counselors"": 6}, {""name"": ""Teletherapy Service_Himachal Pradesh_2014_3"", ""beds"": 190, ""psychiatrists"": 10, ""counselors"": 15}]"
HIMACHAL PRADESH,2015,Hospital,36,"[{'name': 'Hospital_Himachal Pradesh_2015_0', 'beds': 5, 'psychiatrists': 7, 'counselors': 6}, {'name': 'Hospital_Himachal Pradesh_2015_1', 'beds': 66, 'psychiatrists': 8, 'counselors': 12}, {'name': 'Hospital_Himachal Pradesh_2015_2', 'beds': 36, 'psychiatrists': 3, 'counselors': 6}, {'name': 'Hospital_Himachal Pradesh_2015_3', 'beds': 174, 'psychiatrists': 8, 'counselors': 16}, {'name': 'Hospital_Himachal Pradesh_2015_4', 'beds': 136, 'psychiatrists': 7, 'counselors': 1}]"
HimachalPradesh,2015,Mental Health Clinic,38,"[{""name"": ""Mental Health Clinic_Himachal Pradesh_2015_0"", ""beds"": 139, ""psychiatrists"": 2, ""counselors"": 2}, {""name"": ""Mental Health Clinic_Himachal Pradesh_2015_1"", ""beds"": 125, ""psychiatrists"": 7, ""counselors"": 15}, {""name"": ""Mental Health Clinic_Himachal Pradesh_2015_2"", ""beds"": 173, ""psychiatrists"": 6, ""counselors"": 19}, {""name"": ""Mental Health Clinic_Himachal Pradesh_2015_3"", ""beds"": 83, ""psychiatrists"": 6, ""counselors"": 8}, {""name"": ""Mental Health Clinic_Himachal Pradesh_2015_4"", ""beds"": 187, ""psychiatrists"": 4, ""counselors"": 15}]"
HIMACHAL PRADESH,2015,Rehab Center,28,
HimachalPradesh,2015,NGO Center,23,"[{'name': 'NGO Center_Himachal Pradesh_2015_0', 'beds': 186, 'psychiatrists': 6, 'counselors': 1}, {'name': 'NGO Center_Himachal Pradesh_2015_1', 'beds': 105, 'psychiatrists': 10, 'counselors': 8}, {'name': 'NGO Center_Himachal Pradesh_2015_2', 'beds': 12, 'psychiatrists': 4, 'counselors': 3}]"
Himachal Pradesh,2015,Teletherapy Service,1,"[{""name"": ""Teletherapy Service_Himachal Pradesh_2015_0"", ""beds"": 158, ""psychiatrists"": 0, ""counselors"": 15}, {""name"": ""Teletherapy Service_Himachal Pradesh_2015_1"", ""beds"": 158, ""psychiatrists"": 10, ""counselors"": 3}]"
HimachalPradesh,2016,Hospital,32,"[{'name': 'Hospital_Himachal Pradesh_2016_0', 'beds': 153, 'psychiatrists': 7, 'counselors': 3}, {'name': 'Hospital_Himachal Pradesh_2016_1', 'beds': 74, 'psychiatrists': 9, 'counselors': 14}, {'name': 'Hospital_Himachal Pradesh_2016_2', 'beds': 119, 'psychiatrists': 7, 'counselors': 18}, {'name': 'Hospital_Himachal Pradesh_2016_3', 'beds': 35, 'psychiatrists': 9, 'counselors': 19}, {'name': 'Hospital_Himachal Pradesh_2016_4', 'beds': 97, 'psychiatrists': 1, 'counselors': 7}]"
himachal pradesh,2016,Mental Health Clinic,7,
HIMACHAL PRADESH,2016,Rehab Center,24,"[{""name"": ""Rehab Center_Himachal Pradesh_2016_0"", ""beds"": 39, ""psychiatrists"": 4, ""counselors"": 5}, {""name"": ""Rehab Center_Himachal Pradesh_2016_1"", ""beds"": 119, ""psychiatrists"": 5, ""counselors"": 1}, {""name"": ""Rehab Center_Himachal Pradesh_2016_2"", ""beds"": 41, ""psychiatrists"": 4, ""counselors"": 18}, {""name"": ""Rehab Center_Himachal Pradesh_2016_3"", ""beds"": 137, ""psychiatrists"": 7, ""counselors"": 1}, {""name"": ""Rehab Center_Himachal Pradesh_2016_4"", ""beds"": 38, ""psychiatrists"": 0, ""counselors"": 16}]"
HIMACHAL PRADESH,2016,NGO Center,28,"[{""name"": ""NGO Center_Himachal Pradesh_2016_0"", ""beds"": 55, ""psychiatrists"": 4, ""counselors"": 13}, {""name"": ""NGO Center_Himachal Pradesh_2016_1"", ""beds"": 80, ""psychiatrists"": 10, ""counselors"": 13}, {""name"": ""NGO Center_Himachal Pradesh_2016_2"", ""beds"": 79, ""psychiatrists"": 1, ""counselors"": 4}, {""name"": ""NGO Center_Himachal Pradesh_2016_3"", ""beds"": 45, ""psychiatrists"": 1, ""counselors"": 12}]"
HIMACHAL PRADESH,2016,Teletherapy Service,3,"[{""name"": ""Teletherapy Service_Himachal Pradesh_2016_0"", ""beds"": 85, ""psychiatrists"": 7, ""counselors"": 16}, {""name"": ""Teletherapy Service_Himachal Pradesh_2016_1"", ""beds"": 84, ""psychiatrists"": 4, ""counselors"": 3}, {""name"": ""Teletherapy Service_Himachal Pradesh_2016_2"", ""beds"": 62, ""psychiatrists"": 8, ""counselors"": 16}, {""name"": ""Teletherapy Service_Himachal Pradesh_2016_3"", ""beds"": 120, ""psychiatrists"": 0, ""counselors"": 6}]"
Himachal Pradesh,2017,Hospital,40,"[{""name"": ""Hospital_Himachal Pradesh_2017_0"", ""beds"": 59, ""psychiatrists"": 8, ""counselors"": 18}]"
Himachal Pradesh,2017,Mental Health Clinic,0,
Himachal-Pradesh,2017,Rehab Center,3,"[{""name"": ""Rehab Center_Himachal Pradesh_2017_0"", ""beds"": 101, ""psychiatrists"": 2, ""counselors"": 11}, {""name"": ""Rehab Center_Himachal Pradesh_2017_1"", ""beds"": 190, ""psychiatrists"": 6, ""counselors"": 2}]"
himachal pradesh,2017,NGO Center,13,"[{'name': 'NGO Center_Himachal Pradesh_2017_0', 'beds': 44, 'psychiatrists': 1, 'counselors': 14}]"
Himachal Pradesh,2017,Teletherapy Service,28,"[{""name"": ""Teletherapy Service_Himachal Pradesh_2017_0"", ""beds"": 106, ""psychiatrists"": 1, ""counselors"": 12}, {""name"": ""Teletherapy Service_Himachal Pradesh_2017_1"", ""beds"": 126, ""psychiatrists"": 3, ""counselors"": 4}]"
HIMACHAL PRADESH,2018,Hospital,44,"[{""name"": ""Hospital_Himachal Pradesh_2018_0"", ""beds"": 79, ""psychiatrists"": 8, ""counselors"": 9}, {""name"": ""Hospital_Himachal Pradesh_2018_1"", ""beds"": 29, ""psychiatrists"": 1, ""counselors"": 6}]"
HimachalPradesh,2018,Mental Health Clinic,38,"[{""name"": ""Mental Health Clinic_Himachal Pradesh_2018_0"", ""beds"": 200, ""psychiatrists"": 9, ""counselors"": 4}, {""name"": ""Mental Health Clinic_Himachal Pradesh_2018_1"", ""beds"": 175, ""psychiatrists"": 7, ""counselors"": 17}]"
Himachal Pradesh,2018,Rehab Center,6,
Himachal-Pradesh,2018,NGO Center,38,
Himachal-Pradesh,2018,Teletherapy Service,7,"[{""name"": ""Teletherapy Service_Himachal Pradesh_2018_0"", ""beds"": 105, ""psychiatrists"": 7, ""counselors"": 18}, {""name"": ""Teletherapy Service_Himachal Pradesh_2018_1"", ""beds"": 83, ""psychiatrists"": 1, ""counselors"": 14}]"
HIMACHAL PRADESH,2019,Hospital,8,"[{""name"": ""Hospital_Himachal Pradesh_2019_0"", ""beds"": 120, ""psychiatrists"": 3, ""counselors"": 3}, {""name"": ""Hospital_Himachal Pradesh_2019_1"", ""beds"": 7, ""psychiatrists"": 0, ""counselors"": 19}]"
HimachalPradesh,2019,Mental Health Clinic,47,"[{""name"": ""Mental Health Clinic_Himachal Pradesh_2019_0"", ""beds"": 73, ""psychiatrists"": 9, ""counselors"": 0}, {""name"": ""Mental Health Clinic_Himachal Pradesh_2019_1"", ""beds"": 40, ""psychiatrists"": 8, ""counselors"": 0}, {""name"": ""Mental Health Clinic_Himachal Pradesh_2019_2"", ""beds"": 152, ""psychiatrists"": 9, ""counselors"": 10}, {""name"": ""Mental Health Clinic_Himachal Pradesh_2019_3"", ""beds"": 105, ""psychiatrists"": 7, ""counselors"": 6}, {""name"": ""Mental Health Clinic_Himachal Pradesh_2019_4"", ""beds"": 108, ""psychiatrists"": 2, ""counselors"": 13}]"
Himachal Pradesh,2019,Rehab Center,12,
himachal pradesh,2019,NGO Center,27,"[{""name"": ""NGO Center_Himachal Pradesh_2019_0"", ""beds"": 100, ""psychiatrists"": 4, ""counselors"": 0}, {""name"": ""NGO Center_Himachal Pradesh_2019_1"", ""beds"": 99, ""psychiatrists"": 4, ""counselors"": 2}, {""name"": ""NGO Center_Himachal Pradesh_2019_2"", ""beds"": 173, ""psychiatrists"": 3, ""counselors"": 6}, {""name"": ""NGO Center_Himachal Pradesh_2019_3"", ""beds"": 106, ""psychiatrists"": 7, ""counselors"": 19}, {""name"": ""NGO Center_Himachal Pradesh_2019_4"", ""beds"": 171, ""psychiatrists"": 10, ""counselors"": 14}]"
himachal pradesh,2019,Teletherapy Service,13,"[{'name': 'Teletherapy Service_Himachal Pradesh_2019_0', 'beds': 19, 'psychiatrists': 1, 'counselors': 7}, {'name': 'Teletherapy Service_Himachal Pradesh_2019_1', 'beds': 166, 'psychiatrists': 10, 'counselors': 3}]"
himachal pradesh,2020,Hospital,19,
Himachal Pradesh,2020,Mental Health Clinic,15,"[{""name"": ""Mental Health Clinic_Himachal Pradesh_2020_0"", ""beds"": 116, ""psychiatrists"": 3, ""counselors"": 17}, {""name"": ""Mental Health Clinic_Himachal Pradesh_2020_1"", ""beds"": 24, ""psychiatrists"": 7, ""counselors"": 20}, {""name"": ""Mental Health Clinic_Himachal Pradesh_2020_2"", ""beds"": 131, ""psychiatrists"": 3, ""counselors"": 14}, {""name"": ""Mental Health Clinic_Himachal Pradesh_2020_3"", ""beds"": 46, ""psychiatrists"": 7, ""counselors"": 20}, {""name"": ""Mental Health Clinic_Himachal Pradesh_2020_4"", ""beds"": 13, ""psychiatrists"": 4, ""counselors"": 8}]"
himachal pradesh,2020,Rehab Center,1,
Himachal Pradesh,2020,NGO Center,6,"[{""name"": ""NGO Center_Himachal Pradesh_2020_0"", ""beds"": 49, ""psychiatrists"": 10, ""counselors"": 12}, {""name"": ""NGO Center_Himachal Pradesh_2020_1"", ""beds"": 25, ""psychiatrists"": 0, ""counselors"": 11}, {""name"": ""NGO Center_Himachal Pradesh_2020_2"", ""beds"": 159, ""psychiatrists"": 10, ""counselors"": 20}, {""name"": ""NGO Center_Himachal Pradesh_2020_3"", ""beds"": 7, ""psychiatrists"": 2, ""counselors"": 16}, {""name"": ""NGO Center_Himachal Pradesh_2020_4"", ""beds"": 5, ""psychiatrists"": 2, ""counselors"": 8}]"
himachal pradesh,2020,Teletherapy Service,20,"[{""name"": ""Teletherapy Service_Himachal Pradesh_2020_0"", ""beds"": 158, ""psychiatrists"": 1, ""counselors"": 19}, {""name"": ""Teletherapy Service_Himachal Pradesh_2020_1"", ""beds"": 71, ""psychiatrists"": 6, ""counselors"": 15}, {""name"": ""Teletherapy Service_Himachal Pradesh_2020_2"", ""beds"": 146, ""psychiatrists"": 6, ""counselors"": 10}, {""name"": ""Teletherapy Service_Himachal Pradesh_2020_3"", ""beds"": 15, ""psychiatrists"": 6, ""counselors"": 6}]"
himachal pradesh,2021,Hospital,48,"[{""name"": ""Hospital_Himachal Pradesh_2021_0"", ""beds"": 40, ""psychiatrists"": 5, ""counselors"": 4}, {""name"": ""Hospital_Himachal Pradesh_2021_1"", ""beds"": 197, ""psychiatrists"": 7, ""counselors"": 12}, {""name"": ""Hospital_Himachal Pradesh_2021_2"", ""beds"": 153, ""psychiatrists"": 7, ""counselors"": 5}, {""name"": ""Hospital_Himachal Pradesh_2021_3"", ""beds"": 19, ""psychiatrists"": 0, ""counselors"": 12}, {""name"": ""Hospital_Himachal Pradesh_2021_4"", ""beds"": 168, ""psychiatrists"": 5, ""counselors"": 8}]"
Himachal Pradesh,2021,Mental Health Clinic,30,"[{""name"": ""Mental Health Clinic_Himachal Pradesh_2021_0"", ""beds"": 70, ""psychiatrists"": 5, ""counselors"": 0}]"
HIMACHAL PRADESH,2021,Rehab Center,15,
himachal pradesh,2021,NGO Center,23,"[{""name"": ""NGO Center_Himachal Pradesh_2021_0"", ""beds"": 171, ""psychiatrists"": 10, ""counselors"": 2}, {""name"": ""NGO Center_Himachal Pradesh_2021_1"", ""beds"": 144, ""psychiatrists"": 7, ""counselors"": 13}]"
HimachalPradesh,2021,Teletherapy Service,44,
Himachal Pradesh,2022,Hospital,5,"[{'name': 'Hospital_Himachal Pradesh_2022_0', 'beds': 92, 'psychiatrists': 3, 'counselors': 10}, {'name': 'Hospital_Himachal Pradesh_2022_1', 'beds': 77, 'psychiatrists': 10, 'counselors': 11}]"
himachal pradesh,2022,Mental Health Clinic,17,"[{""name"": ""Mental Health Clinic_Himachal Pradesh_2022_0"", ""beds"": 158, ""psychiatrists"": 7, ""counselors"": 18}, {""name"": ""Mental Health Clinic_Himachal Pradesh_2022_1"", ""beds"": 137, ""psychiatrists"": 5, ""counselors"": 18}]"
Himachal-Pradesh,2022,Rehab Center,23,"[{""name"": ""Rehab Center_Himachal Pradesh_2022_0"", ""beds"": 32, ""psychiatrists"": 9, ""counselors"": 1}]"
Himachal-Pradesh,2022,NGO Center,24,"[{'name': 'NGO Center_Himachal Pradesh_2022_0', 'beds': 181, 'psychiatrists': 0, 'counselors': 3}, {'name': 'NGO Center_Himachal Pradesh_2022_1', 'beds': 41, 'psychiatrists': 5, 'counselors': 17}, {'name': 'NGO Center_Himachal Pradesh_2022_2', 'beds': 18, 'psychiatrists': 6, 'counselors': 0}, {'name': 'NGO Center_Himachal Pradesh_2022_3', 'beds': 83, 'psychiatrists': 5, 'counselors': 20}]"
himachal pradesh,2022,Teletherapy Service,20,"[{""name"": ""Teletherapy Service_Himachal Pradesh_2022_0"", ""beds"": 187, ""psychiatrists"": 8, ""counselors"": 17}, {""name"": ""Teletherapy Service_Himachal Pradesh_2022_1"", ""beds"": 98, ""psychiatrists"": 7, ""counselors"": 18}]"
Goa,2010,Hospital,36,"[{""name"": ""Hospital_Goa_2010_0"", ""beds"": 68, ""psychiatrists"": 9, ""counselors"": 5}]"
Goa,2010,Mental Health Clinic,9,"[{""name"": ""Mental Health Clinic_Goa_2010_0"", ""beds"": 159, ""psychiatrists"": 0, ""counselors"": 9}, {""name"": ""Mental Health Clinic_Goa_2010_1"", ""beds"": 178, ""psychiatrists"": 3, ""counselors"": 9}]"
Goa,2010,Rehab Center,11,"[{""name"": ""Rehab Center_Goa_2010_0"", ""beds"": 137, ""psychiatrists"": 0, ""counselors"": 18}]"
Goa,2010,NGO Center,15,"[{""name"": ""NGO Center_Goa_2010_0"", ""beds"": 115, ""psychiatrists"": 3, ""counselors"": 14}, {""name"": ""NGO Center_Goa_2010_1"", ""beds"": 112, ""psychiatrists"": 9, ""counselors"": 6}, {""name"": ""NGO Center_Goa_2010_2"", ""beds"": 89, ""psychiatrists"": 4, ""counselors"": 17}]"
goa,2010,Teletherapy Service,40,
Goa,2011,Hospital,38,
GOA,2011,Mental Health Clinic,9,"[{""name"": ""Mental Health Clinic_Goa_2011_0"", ""beds"": 134, ""psychiatrists"": 0, ""counselors"": 8}, {""name"": ""Mental Health Clinic_Goa_2011_1"", ""beds"": 142, ""psychiatrists"": 10, ""counselors"": 18}, {""name"": ""Mental Health Clinic_Goa_2011_2"", ""beds"": 84, ""psychiatrists"": 7, ""counselors"": 16}, {""name"": ""Mental Health Clinic_Goa_2011_3"", ""beds"": 198, ""psychiatrists"": 3, ""counselors"": 3}, {""name"": ""Mental Health Clinic_Goa_2011_4"", ""beds"": 100, ""psychiatrists"": 9, ""counselors"": 14}]"
Goa,2011,Rehab Center,10,"[{""name"": ""Rehab Center_Goa_2011_0"", ""beds"": 1, ""psychiatrists"": 7, ""counselors"": 10}]"
goa,2011,NGO Center,8,"[{""name"": ""NGO Center_Goa_2011_0"", ""beds"": 34, ""psychiatrists"": 10, ""counselors"": 16}, {""name"": ""NGO Center_Goa_2011_1"", ""beds"": 11, ""psychiatrists"": 6, ""counselors"": 9}, {""name"": ""NGO Center_Goa_2011_2"", ""beds"": 175, ""psychiatrists"": 2, ""counselors"": 0}, {""name"": ""NGO Center_Goa_2011_3"", ""beds"": 79, ""psychiatrists"": 3, ""counselors"": 7}, {""name"": ""NGO Center_Goa_2011_4"", ""beds"": 111, ""psychiatrists"": 2, ""counselors"": 4}]"
Goa,2011,Teletherapy Service,2,"[{""name"": ""Teletherapy Service_Goa_2011_0"", ""beds"": 151, ""psychiatrists"": 8, ""counselors"": 16}, {""name"": ""Teletherapy Service_Goa_2011_1"", ""beds"": 57, ""psychiatrists"": 5, ""counselors"": 4}, {""name"": ""Teletherapy Service_Goa_2011_2"", ""beds"": 2, ""psychiatrists"": 0, ""counselors"": 14}]"
goa,2012,Hospital,48,"[{'name': 'Hospital_Goa_2012_0', 'beds': 9, 'psychiatrists': 3, 'counselors': 5}]"
Goa,2012,Mental Health Clinic,40,"[{""name"": ""Mental Health Clinic_Goa_2012_0"", ""beds"": 87, ""psychiatrists"": 1, ""counselors"": 19}, {""name"": ""Mental Health Clinic_Goa_2012_1"", ""beds"": 143, ""psychiatrists"": 2, ""counselors"": 4}]"
goa,2012,Rehab Center,50,"[{'name': 'Rehab Center_Goa_2012_0', 'beds': 103, 'psychiatrists': 3, 'counselors': 4}]"
Goa,2012,NGO Center,1,"[{""name"": ""NGO Center_Goa_2012_0"", ""beds"": 45, ""psychiatrists"": 7, ""counselors"": 2}, {""name"": ""NGO Center_Goa_2012_1"", ""beds"": 134, ""psychiatrists"": 0, ""counselors"": 18}, {""name"": ""NGO Center_Goa_2012_2"", ""beds"": 135, ""psychiatrists"": 4, ""counselors"": 13}]"
Goa,2012,Teletherapy Service,31,"[{'name': 'Teletherapy Service_Goa_2012_0', 'beds': 51, 'psychiatrists': 9, 'counselors': 17}, {'name': 'Teletherapy Service_Goa_2012_1', 'beds': 196, 'psychiatrists': 2, 'counselors': 16}, {'name': 'Teletherapy Service_Goa_2012_2', 'beds': 182, 'psychiatrists': 0, 'counselors': 5}, {'name': 'Teletherapy Service_Goa_2012_3', 'beds': 84, 'psychiatrists': 6, 'counselors': 4}]"
Goa,2013,Hospital,25,
GOA,2013,Mental Health Clinic,18,"[{""name"": ""Mental Health Clinic_Goa_2013_0"", ""beds"": 39, ""psychiatrists"": 4, ""counselors"": 8}, {""name"": ""Mental Health Clinic_Goa_2013_1"", ""beds"": 29, ""psychiatrists"": 6, ""counselors"": 11}, {""name"": ""Mental Health Clinic_Goa_2013_2"", ""beds"": 129, ""psychiatrists"": 6, ""counselors"": 7}, {""name"": ""Mental Health Clinic_Goa_2013_3"", ""beds"": 187, ""psychiatrists"": 4, ""counselors"": 8}, {""name"": ""Mental Health Clinic_Goa_2013_4"", ""beds"": 190, ""psychiatrists"": 7, ""counselors"": 17}]"
goa,2013,Rehab Center,16,"[{""name"": ""Rehab Center_Goa_2013_0"", ""beds"": 153, ""psychiatrists"": 1, ""counselors"": 9}, {""name"": ""Rehab Center_Goa_2013_1"", ""beds"": 64, ""psychiatrists"": 3, ""counselors"": 1}, {""name"": ""Rehab Center_Goa_2013_2"", ""beds"": 19, ""psychiatrists"": 4, ""counselors"": 6}, {""name"": ""Rehab Center_Goa_2013_3"", ""beds"": 141, ""psychiatrists"": 7, ""counselors"": 13}]"
GOA,2013,NGO Center,29,"[{""name"": ""NGO Center_Goa_2013_0"", ""beds"": 78, ""psychiatrists"": 3, ""counselors"": 18}, {""name"": ""NGO Center_Goa_2013_1"", ""beds"": 3, ""psychiatrists"": 5, ""counselors"": 15}, {""name"": ""NGO Center_Goa_2013_2"", ""beds"": 79, ""psychiatrists"": 10, ""counselors"": 20}]"
Goa,2013,Teletherapy Service,12,"[{""name"": ""Teletherapy Service_Goa_2013_0"", ""beds"": 54, ""psychiatrists"": 3, ""counselors"": 13}, {""name"": ""Teletherapy Service_Goa_2013_1"", ""beds"": 177, ""psychiatrists"": 4, ""counselors"": 20}, {""name"": ""Teletherapy Service_Goa_2013_2"", ""beds"": 20, ""psychiatrists"": 9, ""counselors"": 1}, {""name"": ""Teletherapy Service_Goa_2013_3"", ""beds"": 155, ""psychiatrists"": 3, ""counselors"": 14}, {""name"": ""Teletherapy Service_Goa_2013_4"", ""beds"": 0, ""psychiatrists"": 3, ""counselors"": 0}]"
Goa,2014,Hospital,4,
Goa,2014,Mental Health Clinic,21,
Goa,2014,Rehab Center,33,"[{""name"": ""Rehab Center_Goa_2014_0"", ""beds"": 24, ""psychiatrists"": 6, ""counselors"": 16}, {""name"": ""Rehab Center_Goa_2014_1"", ""beds"": 105, ""psychiatrists"": 4, ""counselors"": 14}, {""name"": ""Rehab Center_Goa_2014_2"", ""beds"": 34, ""psychiatrists"": 0, ""counselors"": 17}, {""name"": ""Rehab Center_Goa_2014_3"", ""beds"": 19, ""psychiatrists"": 7, ""counselors"": 4}, {""name"": ""Rehab Center_Goa_2014_4"", ""beds"": 34, ""psychiatrists"": 2, ""counselors"": 6}]"
Goa,2014,NGO Center,30,"[{""name"": ""NGO Center_Goa_2014_0"", ""beds"": 32, ""psychiatrists"": 3, ""counselors"": 4}, {""name"": ""NGO Center_Goa_2014_1"", ""beds"": 139, ""psychiatrists"": 1, ""counselors"": 4}]"
Goa,2014,Teletherapy Service,16,
Goa,2015,Hospital,19,"[{""name"": ""Hospital_Goa_2015_0"", ""beds"": 119, ""psychiatrists"": 10, ""counselors"": 2}, {""name"": ""Hospital_Goa_2015_1"", ""beds"": 0, ""psychiatrists"": 10, ""counselors"": 14}, {""name"": ""Hospital_Goa_2015_2"", ""beds"": 20, ""psychiatrists"": 4, ""counselors"": 5}, {""name"": ""Hospital_Goa_2015_3"", ""beds"": 29, ""psychiatrists"": 7, ""counselors"": 20}]"
