State,Year,Age_Group,Gender,Suicides,Demographics,Notes
Chhattisgarh,2012,60+,Female,54,"{'population': 1864793, 'urban_pct': 28.69, 'rural_pct': 64.69, 'median_age': 26.5}",
Chhattisgarh,2012,60+,Other,47,"{'population': 13545775, 'urban_pct': 46.68, 'rural_pct': 74.67, 'median_age': 35.5}",
Chhattisgarh,2013,<18,Male,45,"{'population': 157946, 'urban_pct': 88.49, 'rural_pct': 87.95, 'median_age': 31.2}",
Chhattisgarh,2013,<18,Female,60,"{'population': 15582722, 'urban_pct': 34.59, 'rural_pct': 78.57, 'median_age': 25.4}",
Chhattisgarh,2013,<18,Other,49,"{'population': 11000755, 'urban_pct': 20.31, 'rural_pct': 69.55, 'median_age': 26.4}",
Chhattisgarh,2013,18-25,Male,59,"{""population"": 4288433, ""urban_pct"": 76.54, ""rural_pct"": 86.12, ""median_age"": 30.3}",
Chhattisgarh,2013,18-25,Female,50,"{'population': 1926220, 'urban_pct': 83.67, 'rural_pct': 65.74, 'median_age': 30.4}",
chhattisgarh,2013,18-25,Other,58,"{'population': 16337773, 'urban_pct': 62.0, 'rural_pct': 28.05, 'median_age': 31.0}",
CHHATTISGARH,2013,26-35,Male,48,"{""population"": 11036303, ""urban_pct"": 36.57, ""rural_pct"": 31.91, ""median_age"": 28.5}",
Chhattisgarh,2013,26-35,Female,55,"{'population': 6351317, 'urban_pct': 73.53, 'rural_pct': 29.08, 'median_age': 29.2}",
Chhattisgarh,2013,26-35,Other,51,"{'population': 6246359, 'urban_pct': 80.96, 'rural_pct': 64.44, 'median_age': 29.6}",
Chhattisgarh,2013,36-45,Male,50,"{""population"": 11406423, ""urban_pct"": 61.42, ""rural_pct"": 72.94, ""median_age"": 35.2}",
chhattisgarh,2013,36-45,Female,48,"{'population': 10228112, 'urban_pct': 38.33, 'rural_pct': 54.87, 'median_age': 28.7}",
chhattisgarh,2013,36-45,Other,59,"{'population': 9503119, 'urban_pct': 60.96, 'rural_pct': 81.94, 'median_age': 32.6}",
chhattisgarh,2013,46-60,Male,49,"{'population': 9796919, 'urban_pct': 22.87, 'rural_pct': 25.78, 'median_age': 24.3}",
CHHATTISGARH,2013,46-60,Female,54,"{'population': 7107506, 'urban_pct': 45.78, 'rural_pct': 66.72, 'median_age': 30.1}",
CHHATTISGARH,2013,46-60,Other,53,"{'population': 11114083, 'urban_pct': 41.0, 'rural_pct': 36.27, 'median_age': 29.4}",
Chhattisgarh,2013,60+,Male,48,"{'population': 3991705, 'urban_pct': 28.83, 'rural_pct': 54.0, 'median_age': 25.8}",
Chhattisgarh,2013,60+,Female,68,"{'population': 1343103, 'urban_pct': 21.19, 'rural_pct': 85.65, 'median_age': 27.4}",
Chhattisgarh,2013,60+,Other,50,"{'population': 19148868, 'urban_pct': 68.16, 'rural_pct': 60.88, 'median_age': 34.8}",
Chhattisgarh,2014,<18,Male,45,"{""population"": 18962615, ""urban_pct"": 43.86, ""rural_pct"": 60.48, ""median_age"": 34.1}",
CHHATTISGARH,2014,<18,Female,45,"{'population': 1052344, 'urban_pct': 85.11, 'rural_pct': 35.64, 'median_age': 29.2}",
chhattisgarh,2014,<18,Other,54,"{'population': 5185287, 'urban_pct': 54.36, 'rural_pct': 42.43, 'median_age': 28.8}",
chhattisgarh,2014,18-25,Male,45,"{'population': 6826594, 'urban_pct': 39.34, 'rural_pct': 55.25, 'median_age': 35.1}",
CHHATTISGARH,2014,18-25,Female,57,"{'population': 8125197, 'urban_pct': 75.32, 'rural_pct': 65.28, 'median_age': 31.5}",
Chhattisgarh,2014,18-25,Other,52,"{'population': 14275826, 'urban_pct': 89.45, 'rural_pct': 23.06, 'median_age': 32.0}",
Chhattisgarh,2014/01,26-35,Male,58,"{'population': 13962080, 'urban_pct': 49.03, 'rural_pct': 86.22, 'median_age': 33.8}",
chhattisgarh,2014,26-35,Female,45,"{""population"": 16919224, ""urban_pct"": 49.22, ""rural_pct"": 39.77, ""median_age"": 27.5}",
Chhattisgarh,2014,26-35,Other,51,"{'population': 18812142, 'urban_pct': 42.47, 'rural_pct': 78.89, 'median_age': 31.5}",
Chhattisgarh,2014,36-45,Male,49,"{'population': 1601082, 'urban_pct': 74.49, 'rural_pct': 46.88, 'median_age': 35.6}",
chhattisgarh,2014,36-45,Female,55,"{""population"": 17419562, ""urban_pct"": 88.83, ""rural_pct"": 51.76, ""median_age"": 31.8}",
chhattisgarh,2014/01,36-45,Other,43,"{'population': 18567615, 'urban_pct': 33.78, 'rural_pct': 84.52, 'median_age': 25.3}",
Chhattisgarh,2014,46-60,Male,44,"{'population': 6420624, 'urban_pct': 68.02, 'rural_pct': 38.65, 'median_age': 32.5}",
Chhattisgarh,2014,46-60,Female,47,"{'population': 131837, 'urban_pct': 66.6, 'rural_pct': 27.74, 'median_age': 30.5}",
Chhattisgarh,2014,46-60,Other,51,"{'population': 7138543, 'urban_pct': 56.97, 'rural_pct': 70.17, 'median_age': 35.3}",
Chhattisgarh,2014,60+,Male,42,"{""population"": 8387130, ""urban_pct"": 72.34, ""rural_pct"": 70.89, ""median_age"": 34.1}",
Chhattisgarh,2014,60+,Female,49,"{'population': 6277507, 'urban_pct': 40.58, 'rural_pct': 38.0, 'median_age': 28.9}",
Chhattisgarh,2014,60+,Other,51,"{'population': 1056165, 'urban_pct': 38.04, 'rural_pct': 44.62, 'median_age': 26.3}",
chhattisgarh,2015,<18,Male,54,"{'population': 14892578, 'urban_pct': 61.57, 'rural_pct': 44.42, 'median_age': 30.2}",
chhattisgarh,2015,<18,Female,44,"{""population"": 19057858, ""urban_pct"": 31.81, ""rural_pct"": 62.83, ""median_age"": 29.4}",
Chhattisgarh,2015,<18,Other,65,"{'population': 7338916, 'urban_pct': 88.79, 'rural_pct': 50.17, 'median_age': 32.4}",
Chhattisgarh,2015,18-25,Male,50,"{'population': 4887634, 'urban_pct': 33.72, 'rural_pct': 70.46, 'median_age': 35.3}",
Chhattisgarh,2015/01,18-25,Female,36,"{'population': 19019872, 'urban_pct': 76.36, 'rural_pct': 71.22, 'median_age': 35.5}",
CHHATTISGARH,2015,18-25,Other,41,"{'population': 4134755, 'urban_pct': 66.29, 'rural_pct': 52.36, 'median_age': 34.1}",
chhattisgarh,2015/01,26-35,Male,51,"{'population': 18846687, 'urban_pct': 54.35, 'rural_pct': 77.0, 'median_age': 24.6}",
Chhattisgarh,2015,26-35,Female,42,"{'population': 13029059, 'urban_pct': 67.28, 'rural_pct': 85.5, 'median_age': 30.2}",
chhattisgarh,2015,26-35,Other,46,"{'population': 16685360, 'urban_pct': 55.1, 'rural_pct': 86.4, 'median_age': 27.2}",
Chhattisgarh,2015,36-45,Male,46,"{'population': 15127873, 'urban_pct': 66.38, 'rural_pct': 44.38, 'median_age': 32.0}",
Chhattisgarh,2015,36-45,Female,44,"{'population': 121436, 'urban_pct': 23.79, 'rural_pct': 65.32, 'median_age': 24.8}",
Chhattisgarh,2015,36-45,Other,48,"{'population': 8812346, 'urban_pct': 64.74, 'rural_pct': 24.16, 'median_age': 27.2}",
Chhattisgarh,2015,46-60,Male,45,"{'population': 3652769, 'urban_pct': 37.88, 'rural_pct': 59.59, 'median_age': 26.3}",
Chhattisgarh,2015,46-60,Female,50,"{'population': 17166168, 'urban_pct': 50.19, 'rural_pct': 72.5, 'median_age': 32.6}",
Chhattisgarh,2015,46-60,Other,49,"{'population': 3160102, 'urban_pct': 60.02, 'rural_pct': 53.06, 'median_age': 32.0}",
CHHATTISGARH,2015,60+,Male,63,"{""population"": 10673294, ""urban_pct"": 81.54, ""rural_pct"": 51.69, ""median_age"": 24.6}",
CHHATTISGARH,2015,60+,Female,46,"{'population': 6284579, 'urban_pct': 69.67, 'rural_pct': 54.95, 'median_age': 35.1}",
Chhattisgarh,2015,60+,Other,45,"{'population': 19882140, 'urban_pct': 68.43, 'rural_pct': 86.67, 'median_age': 27.3}",
chhattisgarh,2016,<18,Male,55,"{'population': 2647792, 'urban_pct': 71.57, 'rural_pct': 55.63, 'median_age': 24.5}",
Chhattisgarh,2016,<18,Female,37,"{'population': 9964398, 'urban_pct': 60.63, 'rural_pct': 36.34, 'median_age': 28.3}",
Chhattisgarh,2016,<18,Other,57,"{'population': 11839254, 'urban_pct': 63.15, 'rural_pct': 59.95, 'median_age': 35.5}",
Chhattisgarh,2016,18-25,Male,53,"{'population': 1551467, 'urban_pct': 41.85, 'rural_pct': 29.29, 'median_age': 31.5}",
Chhattisgarh,2016,18-25,Female,60,"{'population': 14414877, 'urban_pct': 25.38, 'rural_pct': 48.33, 'median_age': 25.8}",
CHHATTISGARH,2016/01,18-25,Other,50,"{'population': 11430060, 'urban_pct': 76.25, 'rural_pct': 75.92, 'median_age': 29.5}",
chhattisgarh,2016,26-35,Male,60,"{'population': 8298656, 'urban_pct': 25.79, 'rural_pct': 81.16, 'median_age': 27.4}",
Chhattisgarh,2016,26-35,Female,46,"{'population': 1500750, 'urban_pct': 32.29, 'rural_pct': 75.91, 'median_age': 25.0}",
CHHATTISGARH,2016,26-35,Other,44,"{'population': 8456952, 'urban_pct': 51.76, 'rural_pct': 66.78, 'median_age': 25.8}",
Chhatxisgarh,2016,36-45,Male,59,"{""population"": 15923572, ""urban_pct"": 72.32, ""rural_pct"": 79.92, ""median_age"": 32.7}",
CHHATTISGARH,2016/01,36-45,Female,48,"{'population': 18500211, 'urban_pct': 54.12, 'rural_pct': 60.16, 'median_age': 24.0}",
chhattisgarh,2016,36-45,Other,47,"{'population': 17583869, 'urban_pct': 26.39, 'rural_pct': 63.18, 'median_age': 34.4}",
Chhattisgarh,2016,46-60,Male,42,"{'population': 6345593, 'urban_pct': 60.2, 'rural_pct': 73.93, 'median_age': 32.4}",
Chhattisgarh,2016,46-60,Female,44,"{'population': 19604235, 'urban_pct': 69.06, 'rural_pct': 22.22, 'median_age': 34.5}",
Chhattisgarh,2016,46-60,Other,48,"{""population"": 6369825, ""urban_pct"": 30.17, ""rural_pct"": 82.42, ""median_age"": 30.3}",
CHHATTISGARH,2016,60+,Male,48,"{'population': 13883312, 'urban_pct': 72.49, 'rural_pct': 35.11, 'median_age': 31.5}",
chhattisgarh,2016/01,60+,Female,38,"{'population': 10270249, 'urban_pct': 24.82, 'rural_pct': 35.76, 'median_age': 34.9}",
CHHATTISGARH,2016/01,60+,Other,52,"{'population': 7477527, 'urban_pct': 33.33, 'rural_pct': 62.61, 'median_age': 28.4}",
Chhattisgarh,2017,<18,Male,49,"{'population': 16223032, 'urban_pct': 69.61, 'rural_pct': 64.22, 'median_age': 27.6}",
chhattisgarh,2017,<18,Female,50,"{'population': 8893167, 'urban_pct': 36.33, 'rural_pct': 24.96, 'median_age': 24.4}",
CHHATTISGARH,2017,<18,Other,41,"{'population': 3785250, 'urban_pct': 77.32, 'rural_pct': 66.13, 'median_age': 32.4}",
Chhattisgarh,2017,18-25,Male,40,"{'population': 19021592, 'urban_pct': 72.14, 'rural_pct': 83.52, 'median_age': 31.7}",
Chhattisgarh,2017,18-25,Female,52,"{'population': 14963261, 'urban_pct': 46.25, 'rural_pct': 65.18, 'median_age': 25.1}",
Chhattisgarh,2017,18-25,Other,44,"{'population': 2371610, 'urban_pct': 88.67, 'rural_pct': 42.01, 'median_age': 32.7}",
Chhattisgarh,2017/01,26-35,Male,44,"{'population': 6398649, 'urban_pct': 37.31, 'rural_pct': 44.47, 'median_age': 29.9}",
chhattisgarh,2017,26-35,Female,43,"{'population': 8696977, 'urban_pct': 70.59, 'rural_pct': 86.98, 'median_age': 28.2}",
Chhattisgarh,2017,26-35,Other,50,"{""population"": 11258822, ""urban_pct"": 59.97, ""rural_pct"": 24.8, ""median_age"": 28.4}",
CHHATTISGARH,2017,36-45,Male,42,"{'population': 275032, 'urban_pct': 60.36, 'rural_pct': 62.56, 'median_age': 34.4}",
Chhattisgarh,2017,36-45,Female,57,"{'population': 6166563, 'urban_pct': 51.51, 'rural_pct': 49.33, 'median_age': 33.8}",
Chhattisgarh,2017,36-45,Other,48,"{""population"": 2226168, ""urban_pct"": 28.49, ""rural_pct"": 59.47, ""median_age"": 34.3}",
Chhattiscarh,2017,46-60,Male,45,"{'population': 7441367, 'urban_pct': 50.52, 'rural_pct': 89.77, 'median_age': 31.8}",
Chhattisgavh,2017,46-60,Female,51,"{'population': 1693803, 'urban_pct': 81.07, 'rural_pct': 20.37, 'median_age': 30.0}",
Chhattisgarh,2017,46-60,Other,65,"{""population"": 15650768, ""urban_pct"": 77.63, ""rural_pct"": 30.42, ""median_age"": 33.4}",
Chhattisgarh,2017,60+,Male,56,"{'population': 12991849, 'urban_pct': 55.46, 'rural_pct': 28.33, 'median_age': 25.2}",
Chhattisgarh,2017,60+,Female,46,"{'population': 10314592, 'urban_pct': 50.38, 'rural_pct': 22.51, 'median_age': 29.4}",
chhattisgarh,2017,60+,Other,51,"{'population': 19942484, 'urban_pct': 77.22, 'rural_pct': 79.55, 'median_age': 28.2}",
chhattisgarh,2018/01,<18,Male,50,"{'population': 19140246, 'urban_pct': 85.36, 'rural_pct': 43.6, 'median_age': 33.6}",
Chhattisgarh,2018,<18,Female,38,"{'population': 16692632, 'urban_pct': 44.98, 'rural_pct': 60.29, 'median_age': 33.0}",
chhattisgarh,2018,<18,Other,60,"{'population': 18214352, 'urban_pct': 28.45, 'rural_pct': 80.85, 'median_age': 25.4}",
chhattisgarh,2018,18-25,Male,41,"{'population': 8061391, 'urban_pct': 46.17, 'rural_pct': 21.06, 'median_age': 35.1}",
Chhattisgarh,2018,18-25,Female,49,"{'population': 7941887, 'urban_pct': 46.1, 'rural_pct': 47.69, 'median_age': 31.1}",
Chhattisgarh,2018,18-25,Other,41,"{'population': 6765816, 'urban_pct': 24.31, 'rural_pct': 63.4, 'median_age': 27.1}",
CHHATTISGARH,2018,26-35,Male,40,"{'population': 3037911, 'urban_pct': 59.8, 'rural_pct': 22.65, 'median_age': 30.9}",
Chhattisgarh,2018,26-35,Female,56,"{'population': 16102110, 'urban_pct': 58.98, 'rural_pct': 87.23, 'median_age': 31.7}",
Chhattisgarh,2018,26-35,Other,54,"{'population': 7949442, 'urban_pct': 43.06, 'rural_pct': 66.8, 'median_age': 29.1}",
CHHATTISGARH,2018,36-45,Male,48,"{'population': 8558770, 'urban_pct': 53.6, 'rural_pct': 81.33, 'median_age': 26.2}",
Chhattisgarh,2018,36-45,Female,32,"{'population': 12411111, 'urban_pct': 28.56, 'rural_pct': 73.85, 'median_age': 35.7}",
Chhattisgarh,2018,36-45,Other,43,"{'population': 17185685, 'urban_pct': 50.21, 'rural_pct': 26.6, 'median_age': 24.1}",
Chhattisgarh,2018,46-60,Male,58,"{'population': 1911631, 'urban_pct': 42.14, 'rural_pct': 22.42, 'median_age': 32.3}",
Chhattisgarh,2018,46-60,Female,53,"{'population': 6889735, 'urban_pct': 25.19, 'rural_pct': 81.21, 'median_age': 27.6}",
CHHATTISGARH,2018/01,46-60,Other,52,"{'population': 2616626, 'urban_pct': 24.81, 'rural_pct': 66.87, 'median_age': 28.2}",
chhattisgarh,2018,60+,Male,52,"{'population': 9165863, 'urban_pct': 56.09, 'rural_pct': 38.68, 'median_age': 26.3}",
Chhattisgarh,2018,60+,Female,41,"{""population"": 6306334, ""urban_pct"": 81.74, ""rural_pct"": 72.04, ""median_age"": 26.4}",
chhattisgarh,2018,60+,Other,60,"{'population': 17526966, 'urban_pct': 57.6, 'rural_pct': 67.28, 'median_age': 28.8}",
Chhattisgarh,2019,<18,Male,53,"{""population"": 3611975, ""urban_pct"": 24.23, ""rural_pct"": 39.82, ""median_age"": 24.2}",
Chhattisgarh,2019,<18,Female,48,"{'population': 6524374, 'urban_pct': 44.42, 'rural_pct': 31.1, 'median_age': 25.8}",
Chhattisgarh,2019,<18,Other,47,"{'population': 13997199, 'urban_pct': 62.79, 'rural_pct': 24.34, 'median_age': 31.7}",
Chhattisgarh,2019,18-25,Male,55,"{'population': 15092390, 'urban_pct': 87.98, 'rural_pct': 67.53, 'median_age': 30.3}",
Chhattisgarh,2019,18-25,Female,65,"{'population': 16809918, 'urban_pct': 22.63, 'rural_pct': 76.79, 'median_age': 29.5}",
Chhattisgarh,2019,18-25,Other,50,"{'population': 5464730, 'urban_pct': 46.9, 'rural_pct': 68.87, 'median_age': 35.3}",
CHHATTISGARH,2019,26-35,Male,62,"{'population': 4191980, 'urban_pct': 78.14, 'rural_pct': 66.08, 'median_age': 27.0}",
Chhattisgarh,2019,26-35,Female,51,"{'population': 183077, 'urban_pct': 54.31, 'rural_pct': 29.79, 'median_age': 33.0}",
CHHATTISGARH,2019,26-35,Other,44,"{'population': 11475985, 'urban_pct': 78.32, 'rural_pct': 71.86, 'median_age': 32.2}",
chhattisgarh,2019,36-45,Male,63,"{'population': 17682500, 'urban_pct': 79.73, 'rural_pct': 84.61, 'median_age': 29.3}",
chhattisgarh,2019,36-45,Female,49,"{""population"": 8766051, ""urban_pct"": 64.27, ""rural_pct"": 38.33, ""median_age"": 32.9}",
Chhattisgarh,2019,36-45,Other,62,"{'population': 16411292, 'urban_pct': 43.66, 'rural_pct': 85.28, 'median_age': 30.2}",
CHHATTISGARH,2019,46-60,Male,50,"{'population': 11316775, 'urban_pct': 38.89, 'rural_pct': 76.58, 'median_age': 32.1}",
Chhattisgarh,2019,46-60,Female,43,"{'population': 2309456, 'urban_pct': 43.01, 'rural_pct': 59.82, 'median_age': 33.1}",
CHHATTISGARH,2019/01,46-60,Other,51,"{'population': 15936143, 'urban_pct': 58.42, 'rural_pct': 50.39, 'median_age': 32.4}",
chhattisgarh,2019,60+,Male,50,"{'population': 19675864, 'urban_pct': 80.4, 'rural_pct': 44.98, 'median_age': 25.2}",
Chhattisgarh,2019,60+,Female,59,"{'population': 9787267, 'urban_pct': 27.71, 'rural_pct': 89.52, 'median_age': 25.0}",
CHHATTISGARH,2019,60+,Other,48,"{'population': 19547839, 'urban_pct': 33.27, 'rural_pct': 81.53, 'median_age': 34.3}",
chhattisgarh,2020,<18,Male,53,"{""population"": 1074373, ""urban_pct"": 27.57, ""rural_pct"": 68.86, ""median_age"": 24.5}",
Chhattisgarh,2020,<18,Female,62,"{'population': 14674356, 'urban_pct': 63.28, 'rural_pct': 54.78, 'median_age': 35.5}",
chhattisgarh,2020,<18,Other,54,"{'population': 4978325, 'urban_pct': 52.43, 'rural_pct': 24.24, 'median_age': 31.2}",
chhattisgarh,2020,18-25,Male,63,"{'population': 3465209, 'urban_pct': 83.92, 'rural_pct': 68.15, 'median_age': 27.3}",
Chhattisgarh,2020,18-25,Female,39,"{""population"": 5067508, ""urban_pct"": 70.35, ""rural_pct"": 50.82, ""median_age"": 24.3}",
chhattisgarh,2020,18-25,Other,47,"{'population': 4660177, 'urban_pct': 35.24, 'rural_pct': 64.85, 'median_age': 33.9}",
chhattisgarh,2020,26-35,Male,52,"{""population"": 8462285, ""urban_pct"": 85.39, ""rural_pct"": 21.9, ""median_age"": 32.7}",
CHHATTISGARH,2020,26-35,Female,57,"{'population': 13239095, 'urban_pct': 53.36, 'rural_pct': 84.28, 'median_age': 26.9}",
Chhattisgarh,2020/01,26-35,Other,55,"{""population"": 8543901, ""urban_pct"": 31.12, ""rural_pct"": 52.42, ""median_age"": 29.3}",
Chhattisgarh,2020,36-45,Male,46,"{'population': 4566948, 'urban_pct': 63.34, 'rural_pct': 38.78, 'median_age': 31.8}",
Chhattisgarh,2020,36-45,Female,45,"{'population': 14364530, 'urban_pct': 69.58, 'rural_pct': 26.3, 'median_age': 27.6}",
CHHATTISGARH,2020,36-45,Other,46,"{'population': 4549432, 'urban_pct': 25.25, 'rural_pct': 58.58, 'median_age': 28.1}",
Chhattisgarh,2020,46-60,Male,47,"{'population': 1251099, 'urban_pct': 81.77, 'rural_pct': 64.07, 'median_age': 24.9}",
Chhattisgarh,2020,46-60,Female,56,"{'population': 4903342, 'urban_pct': 39.86, 'rural_pct': 57.66, 'median_age': 35.7}",
CHHATTISGARH,2020,46-60,Other,52,"{'population': 17895908, 'urban_pct': 61.48, 'rural_pct': 75.48, 'median_age': 26.1}",
Chhattisgarh,2020,60+,Male,53,"{'population': 10755965, 'urban_pct': 68.95, 'rural_pct': 74.63, 'median_age': 31.9}",
Chhattisgarh,2020/01,60+,Female,55,"{'population': 12845203, 'urban_pct': 65.37, 'rural_pct': 22.08, 'median_age': 31.5}",
Chhattisgarh,2020,60+,Other,59,"{'population': 1383171, 'urban_pct': 39.19, 'rural_pct': 44.45, 'median_age': 26.8}",
Chhattisgarh,2021,<18,Male,38,"{'population': 12371715, 'urban_pct': 60.52, 'rural_pct': 85.05, 'median_age': 25.0}",
Chhattisgarh,2021,<18,Female,50,"{'population': 10745424, 'urban_pct': 37.46, 'rural_pct': 40.5, 'median_age': 32.6}",
Chhattisgarh,2021,<18,Other,49,"{'population': 12631444, 'urban_pct': 20.43, 'rural_pct': 50.9, 'median_age': 35.0}",
Chhattisgarh,2021,18-25,Male,50,"{'population': 13454953, 'urban_pct': 33.85, 'rural_pct': 65.74, 'median_age': 28.5}",
chhattisgarh,2021,18-25,Female,52,"{'population': 435364, 'urban_pct': 76.83, 'rural_pct': 26.16, 'median_age': 28.3}",
CHHATTISGARH,2021,18-25,Other,42,"{""population"": 5798374, ""urban_pct"": 31.4, ""rural_pct"": 64.04, ""median_age"": 28.0}",
Chhattisgarh,2021/01,26-35,Male,52,"{'population': 11035927, 'urban_pct': 62.86, 'rural_pct': 65.43, 'median_age': 25.2}",
Chhattisgarh,2021,26-35,Female,48,"{'population': 13831510, 'urban_pct': 54.85, 'rural_pct': 66.02, 'median_age': 32.1}",
CHHATTISGARH,2021,26-35,Other,42,"{""population"": 379384, ""urban_pct"": 85.99, ""rural_pct"": 66.54, ""median_age"": 24.4}",
Chhattisgarh,2021,36-45,Male,52,"{'population': 8801494, 'urban_pct': 29.4, 'rural_pct': 29.37, 'median_age': 29.8}",
Chhattisgarh,2021,36-45,Female,48,"{'population': 6718004, 'urban_pct': 81.85, 'rural_pct': 32.18, 'median_age': 26.1}",
Chhattisgarh,2021,36-45,Other,49,"{'population': 17710638, 'urban_pct': 77.12, 'rural_pct': 44.23, 'median_age': 30.8}",
Chhattisgarh,2021,46-60,Male,46,"{'population': 10792696, 'urban_pct': 81.41, 'rural_pct': 23.2, 'median_age': 25.4}",
Chhattisgarh,2021,46-60,Female,44,"{'population': 16761575, 'urban_pct': 82.38, 'rural_pct': 74.78, 'median_age': 25.1}",
Chhattisgarh,2021,46-60,Other,45,"{'population': 18002930, 'urban_pct': 55.27, 'rural_pct': 78.66, 'median_age': 26.9}",
chhattisgarh,2021,60+,Male,47,"{'population': 934056, 'urban_pct': 21.87, 'rural_pct': 33.02, 'median_age': 30.4}",
chhattisgarh,2021/01,60+,Female,53,"{""population"": 12539732, ""urban_pct"": 70.07, ""rural_pct"": 42.57, ""median_age"": 35.0}",
Chhattisgarh,2021,60+,Other,52,"{'population': 8533469, 'urban_pct': 21.66, 'rural_pct': 83.89, 'median_age': 24.5}",
Chhattisgarh,2022,<18,Male,45,"{""population"": 15002361, ""urban_pct"": 64.91, ""rural_pct"": 45.74, ""median_age"": 26.2}",
CHHATTISGARH,2022,<18,Female,49,"{'population': 410543, 'urban_pct': 34.67, 'rural_pct': 81.01, 'median_age': 24.2}",
Chhattisgarh,2022/01,<18,Other,51,"{""population"": 10344059, ""urban_pct"": 41.38, ""rural_pct"": 82.69, ""median_age"": 28.9}",
Chhattisgarh,2022,18-25,Male,52,"{'population': 452214, 'urban_pct': 64.03, 'rural_pct': 82.26, 'median_age': 25.5}",
chhattisgarh,2022,18-25,Female,51,"{'population': 1637967, 'urban_pct': 70.45, 'rural_pct': 36.81, 'median_age': 36.0}",
Chhattisgarh,2022,18-25,Other,40,"{'population': 15627741, 'urban_pct': 29.13, 'rural_pct': 84.04, 'median_age': 28.5}",
Chhattisgarh,2022,26-35,Male,45,"{'population': 18817069, 'urban_pct': 85.87, 'rural_pct': 51.2, 'median_age': 32.6}",
Chhattisgarh,2022/01,26-35,Female,48,"{'population': 12500886, 'urban_pct': 80.53, 'rural_pct': 74.76, 'median_age': 29.8}",
Chhattisgarh,2022,26-35,Other,46,"{'population': 19302215, 'urban_pct': 35.62, 'rural_pct': 58.05, 'median_age': 31.6}",
Chhattisgarh,2022,36-45,Male,53,"{'population': 3972817, 'urban_pct': 61.09, 'rural_pct': 67.66, 'median_age': 32.9}",
Chhattisgarh,2022,36-45,Female,56,"{""population"": 7544265, ""urban_pct"": 39.64, ""rural_pct"": 52.3, ""median_age"": 34.8}",
chhattisgarh,2022,36-45,Other,53,"{'population': 10508863, 'urban_pct': 70.95, 'rural_pct': 87.2, 'median_age': 31.5}",
CHHATTISGARH,2022/01,46-60,Male,47,"{'population': 6516132, 'urban_pct': 83.5, 'rural_pct': 82.58, 'median_age': 35.8}",
chhattisgarh,2022,46-60,Female,57,"{'population': 9409259, 'urban_pct': 77.91, 'rural_pct': 47.93, 'median_age': 33.2}",
Chhattisgarh,2022,46-60,Other,44,"{'population': 13826716, 'urban_pct': 35.95, 'rural_pct': 68.02, 'median_age': 29.0}",
chhattisgarh,2022,60+,Male,47,"{'population': 2556631, 'urban_pct': 73.74, 'rural_pct': 76.19, 'median_age': 30.7}",
Chhattisgarh,2022,60+,Female,46,"{'population': 11735076, 'urban_pct': 70.33, 'rural_pct': 37.1, 'median_age': 32.1}",
Chhattisgarh,2022,60+,Other,40,"{'population': 17369072, 'urban_pct': 69.57, 'rural_pct': 42.57, 'median_age': 29.5}",
Odisha,2008,<18,Male,62,"{'population': 5577839, 'urban_pct': 65.1, 'rural_pct': 27.18, 'median_age': 25.6}",
Odisha,2008,<18,Female,55,"{'population': 4742190, 'urban_pct': 67.54, 'rural_pct': 89.36, 'median_age': 27.3}",
Odisha,2008,<18,Other,53,"{'population': 5881350, 'urban_pct': 40.65, 'rural_pct': 82.6, 'median_age': 29.3}",
Odisha,2008,18-25,Male,46,"{'population': 10472850, 'urban_pct': 58.64, 'rural_pct': 61.38, 'median_age': 25.0}",
Odisha,2008,18-25,Female,50,"{'population': 9859454, 'urban_pct': 41.04, 'rural_pct': 23.69, 'median_age': 30.0}",
odisha,2008,18-25,Other,45,"{""population"": 575853, ""urban_pct"": 88.58, ""rural_pct"": 54.85, ""median_age"": 29.6}",
Odisha,2008,26-35,Male,38,"{'population': 1627266, 'urban_pct': 68.51, 'rural_pct': 43.83, 'median_age': 26.7}",
Odisha,2008,26-35,Female,44,"{'population': 17837593, 'urban_pct': 59.64, 'rural_pct': 47.05, 'median_age': 29.8}",
Odisha,2008,26-35,Other,39,"{""population"": 1964180, ""urban_pct"": 38.25, ""rural_pct"": 22.76, ""median_age"": 30.2}",
odisha,2008,36-45,Male,45,"{'population': 16834300, 'urban_pct': 85.34, 'rural_pct': 49.86, 'median_age': 27.1}",
odisha,2008,36-45,Female,50,"{""population"": 4117199, ""urban_pct"": 27.37, ""rural_pct"": 24.56, ""median_age"": 26.3}",
Odisha,2008,36-45,Other,50,"{'population': 8353397, 'urban_pct': 25.86, 'rural_pct': 71.5, 'median_age': 28.3}",
Odisha,2008,46-60,Male,51,"{""population"": 12371312, ""urban_pct"": 61.63, ""rural_pct"": 27.17, ""median_age"": 29.7}",
odisha,2008,46-60,Female,47,"{'population': 5236073, 'urban_pct': 44.79, 'rural_pct': 63.31, 'median_age': 32.2}",
Odisha,2008,46-60,Other,47,"{'population': 4682939, 'urban_pct': 42.06, 'rural_pct': 28.73, 'median_age': 32.1}",
Odisha,2008,60+,Male,49,"{""population"": 3859858, ""urban_pct"": 61.43, ""rural_pct"": 25.59, ""median_age"": 24.3}",
odisha,2008,60+,Female,40,"{'population': 13539259, 'urban_pct': 65.47, 'rural_pct': 75.73, 'median_age': 33.4}",
